id_show	episode	speaker	gender	spk_class	wc	mistakes	WER
6	BFMTV_CultureEtVous_2012_07_27_065040	Sandra_GANDOIN	femme	1	30	27	0.9
6	BFMTV_CultureEtVous_2012_07_27_065040	Francois-Xavier_MENAGE	homme	1	28	21	0.75
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_8	femme	1	138	14	0.1
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1096	homme	1	11	9	0.82
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1102	femme	1	13	13	1.0
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1178	femme	4	7	7	1.0
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1180	homme	1	13	11	0.85
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1104	femme	1	34	23	0.68
6	BFMTV_CultureEtVous_2012_07_27_065040	unk_1145	homme	1	15	15	1.0
6	BFMTV_CultureEtVous_2012_07_27_065040	Sandrine_LE_GUEN	femme	1	66	18	0.27
6	BFMTV_CultureEtVous_2012_07_31_065040	Maxime_COGNY	homme	1	21	3	0.14
6	BFMTV_CultureEtVous_2012_07_31_065040	Diane_GOUFFRANT	femme	1	35	28	0.8
6	BFMTV_CultureEtVous_2012_07_31_065040	unk_1166	femme	4	19	15	0.79
6	BFMTV_CultureEtVous_2012_07_31_065040	Claire_FLEURY	femme	4	121	42	0.35
6	BFMTV_CultureEtVous_2012_07_31_065040	Berenice_BEJO	femme	1	47	45	0.96
6	BFMTV_CultureEtVous_2012_07_31_065040	Nathalie_HOMS	femme	1	5	4	0.8
6	BFMTV_CultureEtVous_2012_07_31_065040	unk_1179	homme	4	82	11	0.13
6	BFMTV_CultureEtVous_2012_08_23_065040	unk_1166	homme	4	108	16	0.15
6	BFMTV_CultureEtVous_2012_08_23_065040	Sam_KARMANN	homme	1	38	27	0.71
6	BFMTV_CultureEtVous_2012_08_23_065040	Marie-Anne_CHAZEL	femme	1	104	40	0.38
6	BFMTV_CultureEtVous_2012_08_23_065040	Jean-Luc_MOREAU	homme	1	35	9	0.26
6	BFMTV_CultureEtVous_2012_08_28_065040	Christophe_DELAY	homme	4	102	61	0.6
6	BFMTV_CultureEtVous_2012_08_28_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	98	48	0.49
6	BFMTV_CultureEtVous_2012_08_28_065040	Isabelle_ADJANI	femme	1	48	37	0.77
6	BFMTV_CultureEtVous_2012_08_28_065040	Alexandre_ASTIER	homme	1	23	17	0.74
6	BFMTV_CultureEtVous_2012_08_28_065040	Cecile_DE_FRANCE	femme	1	24	18	0.75
6	BFMTV_CultureEtVous_2012_08_28_065040	Kad_MERAD	homme	3	199	119	0.6
6	BFMTV_CultureEtVous_2012_08_28_065040	unk_1178	femme	4	94	38	0.4
6	BFMTV_CultureEtVous_2012_08_28_065040	unk_1179	homme	4	15	15	1.0
6	BFMTV_CultureEtVous_2012_08_28_065040	unk_1145	homme	1	3	1	0.33
6	BFMTV_CultureEtVous_2012_08_27_065040	Christophe_DELAY	homme	4	65	29	0.45
6	BFMTV_CultureEtVous_2012_08_27_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	64	32	0.5
6	BFMTV_CultureEtVous_2012_08_27_065040	Eric_TOLEDANO	homme	1	48	17	0.35
6	BFMTV_CultureEtVous_2012_08_27_065040	Olivier_NAKACHE	homme	1	58	4	0.07
6	BFMTV_CultureEtVous_2012_08_27_065040	Athenais_KELLER	femme	4	128	24	0.19
6	BFMTV_CultureEtVous_2012_08_27_065040	unk_1179	homme	4	32	23	0.72
6	BFMTV_CultureEtVous_2012_08_27_065040	Kimbra_LEE_JOHNSON	femme	1	13	10	0.77
6	BFMTV_CultureEtVous_2012_08_27_065040	Francois_MISSONNIER	homme	1	95	36	0.38
6	BFMTV_CultureEtVous_2012_08_27_065040	Jean-Paul_HUCHON	homme	1	32	31	0.97
6	BFMTV_CultureEtVous_2012_09_12_065040	Claire_FLEURY	femme	4	176	40	0.23
6	BFMTV_CultureEtVous_2012_09_12_065040	Brigitte_FOSSEY	femme	1	18	8	0.44
6	BFMTV_CultureEtVous_2012_09_12_065040	Alain_DELON	homme	1	44	16	0.36
6	BFMTV_CultureEtVous_2012_09_12_065040	unk_1171	femme	2	6	7	1.17
6	BFMTV_CultureEtVous_2012_09_12_065040	Arthur_JUGNOT	homme	1	28	22	0.79
6	BFMTV_CultureEtVous_2012_09_12_065040	Olivier_MARCHAL	homme	1	6	2	0.33
6	BFMTV_CultureEtVous_2012_09_12_065040	Francois_CLUZET	homme	1	27	16	0.59
6	BFMTV_CultureEtVous_2012_08_29_065040	Christophe_DELAY	homme	4	71	33	0.46
6	BFMTV_CultureEtVous_2012_08_29_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	60	25	0.42
6	BFMTV_CultureEtVous_2012_08_29_065040	unk_1166	femme	4	123	44	0.36
6	BFMTV_CultureEtVous_2012_08_29_065040	Sylvie_VERHEYDE	femme	1	57	43	0.75
6	BFMTV_CultureEtVous_2012_08_29_065040	Peter_DOHERTY	homme	1	89	17	0.19
6	BFMTV_CultureEtVous_2012_08_29_065040	Patrick_DEVILLE	homme	1	55	14	0.25
6	BFMTV_CultureEtVous_2012_09_11_065040	Christophe_DELAY	homme	4	24	10	0.42
6	BFMTV_CultureEtVous_2012_09_11_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	19	19	1.0
6	BFMTV_CultureEtVous_2012_09_11_065040	Claire_FLEURY	femme	4	162	60	0.37
6	BFMTV_CultureEtVous_2012_09_11_065040	unk_1171	femme	2	1	2	2.0
6	BFMTV_CultureEtVous_2012_09_11_065040	unk_1177	femme	4	27	14	0.52
6	BFMTV_CultureEtVous_2012_09_11_065040	Omar_SY	homme	1	6	6	1.0
6	BFMTV_CultureEtVous_2012_09_11_065040	Jose_GARCIA	homme	1	4	4	1.0
6	BFMTV_CultureEtVous_2012_09_11_065040	Gad_ELMALEH	homme	1	6	4	0.67
6	BFMTV_CultureEtVous_2012_09_14_064700	Christophe_DELAY	homme	4	40	34	0.85
6	BFMTV_CultureEtVous_2012_09_14_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	9	6	0.67
6	BFMTV_CultureEtVous_2012_09_14_064700	Philippe_DUFREIGNE	homme	4	203	43	0.21
6	BFMTV_CultureEtVous_2012_09_14_064700	Jenifer_BARTOLI	femme	1	14	14	1.0
6	BFMTV_CultureEtVous_2012_09_14_064700	unk_1177	femme	4	5	5	1.0
6	BFMTV_CultureEtVous_2012_09_14_064700	Bruno_MOURON	homme	1	66	21	0.32
6	BFMTV_CultureEtVous_2012_09_21_064700	Philippe_DUFREIGNE	homme	4	133	27	0.2
6	BFMTV_CultureEtVous_2012_09_21_064700	Audrey_LAMY	femme	1	20	19	0.95
6	BFMTV_CultureEtVous_2012_09_21_064700	Charles_AZNAVOUR	homme	1	31	30	0.97
6	BFMTV_CultureEtVous_2012_09_21_064700	unk_1176	femme	2	17	2	0.12
6	BFMTV_CultureEtVous_2012_09_21_064700	Jean-Pierre_MARIELLE	homme	1	6	3	0.5
6	BFMTV_CultureEtVous_2012_09_21_064700	unk_1178	femme	4	4	4	1.0
6	BFMTV_CultureEtVous_2012_09_21_064700	unk_1180	homme	1	14	8	0.57
6	BFMTV_CultureEtVous_2012_09_19_064700	Christophe_DELAY	homme	4	41	30	0.73
6	BFMTV_CultureEtVous_2012_09_19_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	21	17	0.81
6	BFMTV_CultureEtVous_2012_09_19_064700	Claire_FLEURY	femme	4	176	65	0.37
6	BFMTV_CultureEtVous_2012_09_19_064700	Robert_CHARLEBOIS	homme	1	10	3	0.3
6	BFMTV_CultureEtVous_2012_09_19_064700	Pierre_SOUCHON	homme	1	26	4	0.15
6	BFMTV_CultureEtVous_2012_09_19_064700	unk_1178	femme	4	23	22	0.96
6	BFMTV_CultureEtVous_2012_09_19_064700	Alain_DELON	homme	1	6	5	0.83
6	BFMTV_CultureEtVous_2012_09_19_064700	Nolwenn_LEROY	femme	1	10	11	1.1
6	BFMTV_CultureEtVous_2012_09_19_064700	unk_1146	homme	1	16	16	1.0
6	BFMTV_CultureEtVous_2012_09_19_064700	unk_1148	femme	1	18	11	0.61
6	BFMTV_CultureEtVous_2012_09_19_064700	unk_1150	homme	1	20	6	0.3
6	BFMTV_CultureEtVous_2012_09_25_064700	Christophe_DELAY	homme	4	30	19	0.63
6	BFMTV_CultureEtVous_2012_09_25_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	17	17	1.0
6	BFMTV_CultureEtVous_2012_09_25_064700	Philippe_DUFREIGNE	homme	4	201	53	0.26
6	BFMTV_CultureEtVous_2012_09_25_064700	Jose_GARCIA	homme	1	10	3	0.3
6	BFMTV_CultureEtVous_2012_09_25_064700	Gad_ELMALEH	homme	1	35	31	0.89
6	BFMTV_CultureEtVous_2012_09_25_064700	unk_1179	femme	4	5	6	1.2
6	BFMTV_CultureEtVous_2012_09_25_064700	Sylvain_AMIC	homme	1	31	10	0.32
6	BFMTV_CultureEtVous_2012_09_24_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	27	22	0.81
6	BFMTV_CultureEtVous_2012_09_24_064700	Christophe_DELAY	homme	4	14	10	0.71
6	BFMTV_CultureEtVous_2012_09_24_064700	unk_400	femme	1	4	4	1.0
6	BFMTV_CultureEtVous_2012_09_24_064700	Claire_FLEURY	femme	4	177	65	0.37
6	BFMTV_CultureEtVous_2012_09_24_064700	unk_1171	femme	2	5	5	1.0
6	BFMTV_CultureEtVous_2012_09_24_064700	Philippe_VINCENT	homme	1	5	0	0.0
6	BFMTV_CultureEtVous_2012_09_24_064700	unk_1178	homme	2	42	9	0.21
6	BFMTV_CultureEtVous_2012_09_28_064700	Philippe_DUFREIGNE	homme	4	229	48	0.21
6	BFMTV_CultureEtVous_2012_09_28_064700	unk_1166	homme	4	35	12	0.34
6	BFMTV_CultureEtVous_2012_09_28_064700	unk_1176	femme	2	30	8	0.27
6	BFMTV_CultureEtVous_2012_09_28_064700	unk_1178	femme	4	17	5	0.29
6	BFMTV_CultureEtVous_2012_09_28_064700	unk_1179	femme	4	4	0	0.0
6	BFMTV_CultureEtVous_2012_09_26_064700	Christophe_DELAY	homme	4	39	35	0.9
6	BFMTV_CultureEtVous_2012_09_26_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	14	11	0.79
6	BFMTV_CultureEtVous_2012_09_26_064700	unk_1166	homme	4	10	9	0.9
6	BFMTV_CultureEtVous_2012_09_26_064700	unk_1171	homme	1	9	8	0.89
6	BFMTV_CultureEtVous_2012_09_26_064700	Ethel_HOUBIERS	femme	1	6	6	1.0
6	BFMTV_CultureEtVous_2012_09_26_064700	Philippe_DUFREIGNE	homme	4	112	17	0.15
6	BFMTV_CultureEtVous_2012_09_26_064700	unk_1179	femme	4	41	13	0.32
6	BFMTV_CultureEtVous_2012_09_26_064700	unk_1180	femme	1	3	3	1.0
6	BFMTV_CultureEtVous_2012_09_26_064700	Jib_POCTHIER	homme	1	25	18	0.72
6	BFMTV_CultureEtVous_2012_09_26_064700	Matthieu_POKORA	homme	1	15	5	0.33
6	BFMTV_CultureEtVous_2012_09_27_064700	Christophe_DELAY	homme	4	55	31	0.56
6	BFMTV_CultureEtVous_2012_09_27_064700	Pascale_DE_LA_TOUR_DU_PIN	femme	4	55	28	0.51
6	BFMTV_CultureEtVous_2012_09_27_064700	Philippe_DUFREIGNE	homme	4	154	35	0.23
6	BFMTV_CultureEtVous_2012_09_27_064700	unk_1171	femme	2	3	4	1.33
6	BFMTV_CultureEtVous_2012_09_27_064700	Mireille_MATHIEU	femme	1	61	27	0.44
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	Christophe_DELAY	homme	4	18	13	0.72
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	12	9	0.75
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	Philippe_DUFREIGNE	homme	4	163	31	0.19
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	unk_1176	homme	4	25	0	0.0
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	unk_1178	femme	4	15	9	0.6
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	unk_1147	femme	2	27	14	0.52
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	unk_1180	homme	1	27	2	0.07
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	Gerard_JUGNOT	homme	1	23	12	0.52
18	BFMTV_PlaneteShowbiz_2011_09_09_065040	Alain_CHABAT	homme	1	37	10	0.27
18	BFMTV_PlaneteShowbiz_2011_09_08_065040	Christophe_DELAY	homme	4	24	18	0.75
18	BFMTV_PlaneteShowbiz_2011_09_08_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	8	7	0.88
18	BFMTV_PlaneteShowbiz_2011_09_08_065040	Philippe_DUFREIGNE	homme	4	247	54	0.22
18	BFMTV_PlaneteShowbiz_2011_09_08_065040	unk_1176	homme	4	15	1	0.07
18	BFMTV_PlaneteShowbiz_2011_09_08_065040	unk_1178	femme	4	20	18	0.9
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	Pascale_DE_LA_TOUR_DU_PIN	femme	4	41	19	0.46
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	Philippe_DUFREIGNE	homme	4	204	53	0.26
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	unk_1171	homme	4	18	3	0.17
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	unk_1180	femme	2	30	25	0.83
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	unk_1176	homme	4	16	9	0.56
18	BFMTV_PlaneteShowbiz_2011_09_12_075000	unk_1179	homme	4	30	9	0.3
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Christophe_DELAY	homme	4	33	24	0.73
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	12	8	0.67
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Louis_LEFEBVRE	homme	1	3	3	1.0
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Theo_BERTRAND	homme	1	5	4	0.8
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Philippe_DUFREIGNE	homme	4	171	39	0.23
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Alain_CHABAT	homme	1	76	54	0.71
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	unk_1178	femme	4	17	10	0.59
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	Emmanuel_GARIJO	homme	1	15	14	0.93
18	BFMTV_PlaneteShowbiz_2011_09_14_065040	unk_1147	femme	2	32	14	0.44
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	Christophe_DELAY	homme	4	18	10	0.56
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	21	13	0.62
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	Philippe_DUFREIGNE	homme	4	208	36	0.17
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	unk_1176	homme	4	24	3	0.12
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	unk_1179	femme	2	22	13	0.59
18	BFMTV_PlaneteShowbiz_2011_09_13_065040	Bruno_GIRVEAU	homme	1	44	30	0.68
18	BFMTV_PlaneteShowbiz_2011_09_15_065040	Christophe_DELAY	homme	4	41	34	0.83
18	BFMTV_PlaneteShowbiz_2011_09_15_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	18	17	0.94
18	BFMTV_PlaneteShowbiz_2011_09_15_065040	Philippe_DUFREIGNE	homme	4	237	60	0.25
18	BFMTV_PlaneteShowbiz_2011_09_15_065040	unk_1171	femme	4	18	15	0.83
18	BFMTV_PlaneteShowbiz_2011_09_15_065040	Jack_LANG	homme	1	23	23	1.0
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Christophe_DELAY	homme	4	36	20	0.56
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	15	10	0.67
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Philippe_DUFREIGNE	homme	4	159	28	0.18
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Clement_GODEFROY	homme	1	2	2	1.0
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Laetitia_CASTA	femme	1	23	23	1.0
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Gerard_JUGNOT	homme	1	35	26	0.74
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	Kad_MERAD	homme	1	10	10	1.0
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	unk_1145	femme	1	17	15	0.88
18	BFMTV_PlaneteShowbiz_2011_09_21_065040	unk_1147	femme	2	40	21	0.53
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	Christophe_DELAY	homme	4	34	32	0.94
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	Celine_PITELET	femme	1	9	9	1.0
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	Philippe_DUFREIGNE	homme	4	196	28	0.14
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	unk_1176	homme	4	38	6	0.16
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	unk_1177	femme	4	24	13	0.54
18	BFMTV_PlaneteShowbiz_2011_09_16_065040	Marc_RESTELLINI	homme	1	46	11	0.24
18	BFMTV_PlaneteShowbiz_2011_09_20_065040	Christophe_DELAY	homme	4	35	32	0.91
18	BFMTV_PlaneteShowbiz_2011_09_20_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	14	9	0.64
18	BFMTV_PlaneteShowbiz_2011_09_20_065040	Philippe_DUFREIGNE	homme	4	203	37	0.18
18	BFMTV_PlaneteShowbiz_2011_09_20_065040	unk_1171	femme	4	14	7	0.5
18	BFMTV_PlaneteShowbiz_2011_09_20_065040	unk_1178	femme	4	1	2	2.0
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Christophe_DELAY	homme	4	45	33	0.73
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	15	15	1.0
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Philippe_DUFREIGNE	homme	4	165	19	0.12
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Alain_DELON	homme	1	35	29	0.83
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Alain_SOUCHON	homme	1	27	14	0.52
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	unk_1177	femme	4	10	6	0.6
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Gaetan_ROUSSEL	homme	1	19	8	0.42
18	BFMTV_PlaneteShowbiz_2011_09_22_065040	Aurelie_MAGGIORI	femme	1	16	16	1.0
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	Christophe_DELAY	homme	4	31	21	0.68
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	12	12	1.0
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	Philippe_DUFREIGNE	homme	4	171	46	0.27
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	unk_1171	femme	4	15	9	0.6
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	unk_1177	femme	4	42	7	0.17
18	BFMTV_PlaneteShowbiz_2011_09_23_065040	unk_1179	homme	4	40	6	0.15
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	Christophe_DELAY	homme	4	18	15	0.83
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	9	5	0.56
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	Philippe_DUFREIGNE	homme	4	207	29	0.14
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	Albert_UDERZO	homme	1	42	37	0.88
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	unk_1176	femme	4	13	12	0.92
18	BFMTV_PlaneteShowbiz_2011_09_27_065040	Patrick_EUDELINE	homme	1	19	15	0.79
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	Pascale_DE_LA_TOUR_DU_PIN	femme	4	27	20	0.74
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	Philippe_DUFREIGNE	homme	4	219	41	0.19
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	unk_1171	homme	4	45	9	0.2
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	unk_1176	femme	4	13	13	1.0
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	Gerard_LUBIN	homme	1	15	14	0.93
18	BFMTV_PlaneteShowbiz_2011_09_28_075000	Louise_BOURGOIN	femme	1	53	50	0.94
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	Christophe_DELAY	homme	4	32	19	0.59
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	14	13	0.93
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	Philippe_DUFREIGNE	homme	4	227	46	0.2
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	unk_1171	femme	4	14	14	1.0
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	unk_1177	homme	1	21	12	0.57
18	BFMTV_PlaneteShowbiz_2011_10_04_065040	unk_1179	homme	4	19	6	0.32
18	BFMTV_PlaneteShowbiz_2011_09_29_075000	Pascale_DE_LA_TOUR_DU_PIN	femme	4	38	24	0.63
18	BFMTV_PlaneteShowbiz_2011_09_29_075000	Philippe_DUFREIGNE	homme	4	221	60	0.27
18	BFMTV_PlaneteShowbiz_2011_09_29_075000	unk_1166	femme	1	12	9	0.75
18	BFMTV_PlaneteShowbiz_2011_09_29_075000	Jean_DUJARDIN	homme	1	46	18	0.39
18	BFMTV_PlaneteShowbiz_2011_09_30_065040	Christophe_DELAY	homme	4	28	16	0.57
18	BFMTV_PlaneteShowbiz_2011_09_30_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	15	7	0.47
18	BFMTV_PlaneteShowbiz_2011_09_30_065040	Philippe_DUFREIGNE	homme	4	198	49	0.25
18	BFMTV_PlaneteShowbiz_2011_09_30_065040	unk_1171	femme	4	14	12	0.86
18	BFMTV_PlaneteShowbiz_2011_09_30_065040	unk_1177	homme	1	26	2	0.08
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	Christophe_DELAY	homme	4	31	30	0.97
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	10	10	1.0
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	Philippe_DUFREIGNE	homme	4	194	33	0.17
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	unk_1176	femme	4	36	5	0.14
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	unk_1177	femme	4	12	7	0.58
18	BFMTV_PlaneteShowbiz_2011_10_03_065040	Didier_BARBELIVIEN	homme	1	26	7	0.27
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Christophe_DELAY	homme	4	30	18	0.6
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	9	2	0.22
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Philippe_DUFREIGNE	homme	4	180	40	0.22
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Franck_DUBOSC	homme	1	44	36	0.82
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Christian_GABRIEL	homme	1	4	4	1.0
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Valerie_LEMERCIER	femme	1	7	7	1.0
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Gerard_DARMON	homme	1	21	17	0.81
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	unk_1179	femme	2	13	9	0.69
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Jean-Pierre_DARROUSSIN	homme	1	10	10	1.0
18	BFMTV_PlaneteShowbiz_2011_10_05_065040	Xavier_BEAUVOIS	homme	1	22	18	0.82
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	Christophe_DELAY	homme	4	22	15	0.68
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	13	12	0.92
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	Philippe_DUFREIGNE	homme	4	205	44	0.21
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	unk_1176	femme	4	14	0	0.0
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	unk_1177	femme	4	9	10	1.11
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	Louis_LEFEBVRE	homme	1	16	16	1.0
18	BFMTV_PlaneteShowbiz_2011_10_07_065040	unk_1145	femme	1	24	3	0.12
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	Christophe_DELAY	homme	4	30	18	0.6
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	11	4	0.36
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	Philippe_DUFREIGNE	homme	4	170	32	0.19
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	unk_1171	homme	4	8	5	0.62
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	unk_1178	femme	4	14	8	0.57
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	Gerard_DEPARDIEU	homme	1	45	16	0.36
18	BFMTV_PlaneteShowbiz_2011_10_11_065040	Jamel_DEBBOUZE	homme	1	31	15	0.48
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	17	14	0.82
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	Christophe_DELAY	homme	4	12	9	0.75
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	Philippe_DUFREIGNE	homme	4	176	33	0.19
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	Benjamin_BOLLEN	homme	1	1	0	0.0
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	unk_1177	homme	1	6	4	0.67
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	unk_1094	homme	1	12	1	0.08
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	unk_1179	homme	4	31	9	0.29
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	unk_1180	femme	2	15	11	0.73
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	Thomas_RODITI	homme	1	13	12	0.92
18	BFMTV_PlaneteShowbiz_2011_10_13_065040	unk_1148	femme	1	32	8	0.25
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Christophe_DELAY	homme	4	27	23	0.85
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Pascale_DE_LA_TOUR_DU_PIN	femme	4	20	19	0.95
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Philippe_DUFREIGNE	homme	4	154	42	0.27
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	unk_1176	homme	4	25	1	0.04
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	unk_1178	femme	4	11	8	0.73
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Raymond_ACQUAVIVA	homme	1	4	1	0.25
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Caroline_BEAUNE	femme	1	3	3	1.0
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	unk_1146	homme	1	22	3	0.14
18	BFMTV_PlaneteShowbiz_2011_10_19_065040	Gaetan_ROUSSEL	homme	1	4	5	1.25
18	BFMTV_PlaneteShowbiz_2011_10_18_065040	Christophe_DELAY	homme	4	22	15	0.68
